"Date Time","p (mbar)","T (degC)","rh (%)","sh (g/kg)","Tpot (K)","Tdew (degC)","VPmax (mbar)","VPact (mbar)","VPdef (mbar)","H2OC (mmol/mol)","rho (g/m**3)","wv (m/s)","wd (deg)","rain (mm)","SWDR (W/m**2)","SDUR (s)","TRAD (degC)","Rn (W/m**2)","ST002 (degC)","ST004 (degC)","ST008 (degC)","ST016 (degC)","ST032 (degC)","ST064 (degC)","ST128 (degC)","SM008 (%)","SM016 (%)","SM032 (%)","SM064 (%)","SM128 (%)"
22.01.2021 16:30:00,  979.23,    3.82,   96.30,    4.93,  278.64,    3.29,    8.03,    7.74,    0.30,    7.90, 1227.96,    0.84,   31.95,   0.005,   11.66,    0.00,    3.18,    5.80,    5.06,    5.09,    4.92,    4.85,    4.55,    4.95,    7.15,   38.22,   33.73,   33.56,   32.57,   32.20
22.01.2021 16:40:00,  979.41,    3.70,   98.30,    4.99,  278.50,    3.46,    7.97,    7.83,    0.14,    8.00, 1228.67,    0.63,  124.70,   0.000,    7.00,    0.00,    3.07,    2.41,    5.04,    5.08,    4.92,    4.86,    4.56,    4.95,    7.15,   38.23,   33.72,   33.56,   32.57,   32.20
22.01.2021 16:50:00,  979.55,    3.57,   99.50,    5.00,  278.36,    3.50,    7.89,    7.85,    0.04,    8.02, 1229.42,    0.51,  277.20,   0.000,    2.03,    0.00,    2.95,   -1.36,    5.02,    5.07,    4.91,    4.86,    4.56,    4.95,    7.15,   38.25,   33.72,   33.56,   32.57,   32.20
22.01.2021 17:00:00,  979.60,    3.48,  100.00,    4.99,  278.26,    3.48,    7.84,    7.84,    0.00,    8.01, 1229.89,    0.89,  118.40,   0.000,    0.00,    0.00,    2.79,   -1.16,    4.99,    5.05,    4.91,    4.86,    4.57,    4.96,    7.15,   38.26,   33.72,   33.56,   32.56,   32.20
22.01.2021 17:10:00,  979.70,    3.41,  100.00,    4.97,  278.18,    3.41,    7.80,    7.80,    0.00,    7.97, 1230.34,    0.64,  116.70,   0.000,    0.00,    0.00,    2.22,    0.69,    4.97,    5.04,    4.90,    4.87,    4.57,    4.96,    7.15,   38.27,   33.72,   33.55,   32.56,   32.20
22.01.2021 17:20:00,  979.79,    3.21,  100.00,    4.90,  277.97,    3.21,    7.69,    7.69,    0.00,    7.85, 1231.41,    0.60,   63.04,   0.000,    0.00,    0.00,    1.71,    1.89,    4.92,    5.02,    4.90,    4.87,    4.58,    4.96,    7.15,   38.29,   33.72,   33.55,   32.56,   32.20
22.01.2021 17:30:00,  979.85,    3.02,  100.00,    4.83,  277.78,    3.02,    7.59,    7.59,    0.00,    7.75, 1232.36,    1.01,  150.00,   0.000,    0.00,    0.00,    1.90,    0.80,    4.87,    5.00,    4.89,    4.86,    4.58,    4.96,    7.15,   38.30,   33.72,   33.55,   32.56,   32.20
22.01.2021 17:40:00,  979.82,    2.99,  100.00,    4.82,  277.75,    2.99,    7.57,    7.57,    0.00,    7.73, 1232.49,    1.06,  144.10,   0.000,    0.00,    0.00,    2.17,   -0.21,    4.82,    4.98,    4.88,    4.86,    4.58,    4.97,    7.15,   38.31,   33.72,   33.55,   32.56,   32.20
22.01.2021 17:50:00,  979.95,    2.99,  100.00,    4.82,  277.74,    2.99,    7.57,    7.57,    0.00,    7.73, 1232.65,    0.95,  326.50,   0.000,    0.00,    0.00,    2.09,   -0.06,    4.77,    4.95,    4.87,    4.86,    4.58,    4.97,    7.14,   38.33,   33.72,   33.55,   32.56,   32.20
22.01.2021 18:00:00,  979.90,    2.98,  100.00,    4.82,  277.74,    2.98,    7.57,    7.57,    0.00,    7.73, 1232.60,    0.89,  130.90,   0.000,    0.00,    0.00,    1.85,    0.78,    4.73,    4.92,    4.86,    4.86,    4.59,    4.97,    7.14,   38.34,   33.72,   33.55,   32.56,   32.20
22.01.2021 18:10:00,  979.87,    2.84,  100.00,    4.77,  277.60,    2.84,    7.50,    7.50,    0.00,    7.65, 1233.22,    1.28,   80.60,   0.000,    0.00,    0.00,    1.76,    0.77,    4.69,    4.89,    4.85,    4.86,    4.59,    4.97,    7.14,   38.35,   33.72,   33.55,   32.56,   32.20
22.01.2021 18:20:00,  980.06,    2.75,  100.00,    4.74,  277.49,    2.75,    7.44,    7.44,    0.00,    7.60, 1233.92,    0.69,  124.50,   0.000,    0.00,    0.00,    1.61,    1.18,    4.65,    4.87,    4.84,    4.86,    4.60,    4.97,    7.15,   38.37,   33.72,   33.55,   32.56,   32.20
22.01.2021 18:30:00,  980.22,    2.47,  100.00,    4.64,  277.19,    2.47,    7.30,    7.30,    0.00,    7.44, 1235.45,    0.51,   67.39,   0.000,    0.00,    0.00,    1.33,    1.19,    4.61,    4.84,    4.83,    4.86,    4.60,    4.98,    7.15,   38.38,   33.72,   33.54,   32.56,   32.20
22.01.2021 18:40:00,  980.34,    2.40,  100.00,    4.62,  277.12,    2.40,    7.26,    7.26,    0.00,    7.41, 1235.90,    0.58,   90.60,   0.000,    0.00,    0.00,    1.20,    0.90,    4.57,    4.81,    4.82,    4.86,    4.60,    4.98,    7.14,   38.39,   33.72,   33.54,   32.56,   32.21
22.01.2021 18:50:00,  980.49,    2.29,  100.00,    4.59,  277.00,    2.29,    7.21,    7.21,    0.00,    7.35, 1236.61,    0.49,  335.80,   0.000,    0.00,    0.00,    1.04,    1.07,    4.52,    4.78,    4.81,    4.86,    4.61,    4.98,    7.15,   38.40,   33.72,   33.54,   32.56,   32.21
22.01.2021 19:00:00,  980.68,    2.21,  100.00,    4.56,  276.90,    2.21,    7.17,    7.17,    0.00,    7.31, 1237.22,    0.76,  120.20,   0.000,    0.00,    0.00,    0.79,    1.57,    4.48,    4.76,    4.79,    4.86,    4.61,    4.99,    7.15,   38.41,   33.72,   33.54,   32.55,   32.21
22.01.2021 19:10:00,  980.93,    2.20,  100.00,    4.55,  276.87,    2.20,    7.16,    7.16,    0.00,    7.30, 1237.59,    0.77,  110.00,   0.000,    0.00,    0.00,    0.58,    2.26,    4.42,    4.72,    4.78,    4.85,    4.62,    4.99,    7.15,   38.42,   33.72,   33.54,   32.55,   32.21
22.01.2021 19:20:00,  980.95,    1.86,  100.00,    4.44,  276.53,    1.86,    6.99,    6.99,    0.00,    7.12, 1239.24,    0.61,   76.08,   0.000,    0.00,    0.00,    0.45,    2.12,    4.37,    4.69,    4.76,    4.85,    4.62,    4.99,    7.15,   38.43,   33.72,   33.54,   32.55,   32.21
22.01.2021 19:30:00,  981.02,    1.72,  100.00,    4.40,  276.38,    1.72,    6.92,    6.92,    0.00,    7.05, 1240.00,    0.48,   53.30,   0.000,    0.00,    0.00,    0.40,    1.43,    4.31,    4.66,    4.75,    4.85,    4.62,    4.99,    7.15,   38.43,   33.72,   33.54,   32.55,   32.21
22.01.2021 19:40:00,  981.06,    1.75,  100.00,    4.41,  276.40,    1.75,    6.93,    6.93,    0.00,    7.07, 1239.92,    0.67,   23.31,   0.000,    0.00,    0.00,    0.21,    1.55,    4.26,    4.62,    4.73,    4.85,    4.63,    4.99,    7.15,   38.44,   33.72,   33.54,   32.55,   32.21
22.01.2021 19:50:00,  981.00,    1.49,  100.00,    4.32,  276.15,    1.49,    6.80,    6.80,    0.00,    6.94, 1241.07,    0.86,  216.00,   0.000,    0.00,    0.00,    0.14,    1.18,    4.20,    4.58,    4.71,    4.84,    4.63,    5.00,    7.15,   38.45,   33.73,   33.53,   32.55,   32.21
22.01.2021 20:00:00,  980.96,    1.29,  100.00,    4.26,  275.96,    1.29,    6.71,    6.71,    0.00,    6.84, 1241.95,    1.05,   82.70,   0.000,    0.00,    0.00,    0.24,    0.79,    4.14,    4.55,    4.69,    4.84,    4.63,    5.00,    7.15,   38.46,   33.73,   33.53,   32.55,   32.21
22.01.2021 20:10:00,  981.00,    1.23,  100.00,    4.24,  275.89,    1.23,    6.68,    6.68,    0.00,    6.81, 1242.31,    0.73,  135.70,   0.000,    0.00,    0.00,    0.37,    0.21,    4.09,    4.51,    4.68,    4.83,    4.63,    5.00,    7.15,   38.46,   33.73,   33.53,   32.54,   32.21
22.01.2021 20:20:00,  981.03,    1.38,  100.00,    4.29,  276.04,    1.38,    6.75,    6.75,    0.00,    6.88, 1241.61,    1.22,  117.10,   0.000,    0.00,    0.00,    0.73,   -0.27,    4.05,    4.47,    4.66,    4.83,    4.64,    5.01,    7.15,   38.47,   33.73,   33.53,   32.54,   32.21
22.01.2021 20:30:00,  980.99,    1.50,  100.00,    4.33,  276.16,    1.50,    6.81,    6.81,    0.00,    6.94, 1241.02,    0.98,   62.67,   0.000,    0.00,    0.00,    0.92,   -0.27,    4.02,    4.43,    4.64,    4.82,    4.64,    5.01,    7.15,   38.47,   33.73,   33.53,   32.54,   32.21
22.01.2021 20:40:00,  980.89,    1.45,  100.00,    4.31,  276.12,    1.45,    6.78,    6.78,    0.00,    6.92, 1241.12,    0.89,   10.99,   0.000,    0.00,    0.00,    0.96,   -0.53,    4.00,    4.40,    4.62,    4.82,    4.65,    5.01,    7.15,   38.48,   33.73,   33.53,   32.54,   32.21
22.01.2021 20:50:00,  981.01,    1.48,  100.00,    4.32,  276.14,    1.48,    6.80,    6.80,    0.00,    6.93, 1241.13,    1.16,  112.80,   0.000,    0.00,    0.00,    1.01,   -0.73,    3.98,    4.37,    4.60,    4.81,    4.65,    5.01,    7.15,   38.49,   33.73,   33.53,   32.54,   32.21
22.01.2021 21:00:00,  980.86,    1.55,  100.00,    4.35,  276.23,    1.55,    6.84,    6.84,    0.00,    6.97, 1240.58,    0.71,   88.70,   0.000,    0.00,    0.00,    1.02,   -0.73,    3.97,    4.34,    4.58,    4.80,    4.65,    5.01,    7.15,   38.49,   33.73,   33.53,   32.54,   32.21
22.01.2021 21:10:00,  980.55,    1.55,  100.00,    4.34,  276.24,    1.54,    6.83,    6.83,    0.00,    6.97, 1240.23,    1.12,   16.80,   0.000,    0.00,    0.00,    1.05,   -0.88,    3.96,    4.32,    4.55,    4.79,    4.65,    5.01,    7.15,   38.50,   33.73,   33.53,   32.55,   32.21
22.01.2021 21:20:00,  980.43,    1.68,  100.00,    4.39,  276.39,    1.68,    6.90,    6.90,    0.00,    7.04, 1239.42,    0.97,  339.10,   0.000,    0.00,    0.00,    1.21,   -1.07,    3.94,    4.30,    4.53,    4.79,    4.65,    5.02,    7.15,   38.50,   33.73,   33.53,   32.56,   32.21
22.01.2021 21:30:00,  980.67,    1.77,  100.00,    4.42,  276.46,    1.77,    6.94,    6.94,    0.00,    7.08, 1239.31,    0.76,  105.30,   0.000,    0.00,    0.00,    1.20,   -0.79,    3.93,    4.28,    4.51,    4.78,    4.66,    5.02,    7.14,   38.51,   33.73,   33.52,   32.56,   32.21
22.01.2021 21:40:00,  980.61,    1.81,  100.00,    4.43,  276.51,    1.81,    6.96,    6.96,    0.00,    7.10, 1239.03,    1.37,  143.60,   0.000,    0.00,    0.00,    1.29,   -0.91,    3.92,    4.26,    4.50,    4.77,    4.66,    5.02,    7.14,   38.51,   33.74,   33.52,   32.56,   32.21
22.01.2021 21:50:00,  980.54,    1.90,  100.00,    4.46,  276.60,    1.90,    7.01,    7.01,    0.00,    7.15, 1238.52,    0.58,  285.80,   0.000,    0.00,    0.00,    1.33,   -0.77,    3.91,    4.24,    4.48,    4.76,    4.66,    5.02,    7.15,   38.52,   33.74,   33.52,   32.57,   32.21
22.01.2021 22:00:00,  980.37,    1.78,  100.00,    4.42,  276.50,    1.78,    6.95,    6.95,    0.00,    7.09, 1238.88,    0.48,   24.67,   0.000,    0.00,    0.00,    1.25,   -0.77,    3.91,    4.23,    4.46,    4.75,    4.66,    5.03,    7.14,   38.52,   33.74,   33.53,   32.57,   32.22
22.01.2021 22:10:00,  980.25,    1.78,  100.00,    4.42,  276.51,    1.78,    6.95,    6.95,    0.00,    7.09, 1238.72,    0.70,   85.50,   0.000,    0.00,    0.00,    1.24,   -0.96,    3.90,    4.21,    4.45,    4.75,    4.67,    5.03,    7.15,   38.52,   33.74,   33.53,   32.57,   32.22
22.01.2021 22:20:00,  980.15,    1.88,  100.00,    4.45,  276.61,    1.88,    7.00,    7.00,    0.00,    7.14, 1238.12,    0.89,  106.50,   0.000,    0.00,    0.00,    1.24,   -0.90,    3.89,    4.20,    4.43,    4.74,    4.67,    5.03,    7.14,   38.53,   33.74,   33.52,   32.57,   32.22
22.01.2021 22:30:00,  980.21,    1.94,  100.00,    4.47,  276.66,    1.94,    7.03,    7.03,    0.00,    7.17, 1237.94,    0.60,   43.56,   0.000,    0.00,    0.00,    1.28,   -0.80,    3.89,    4.18,    4.41,    4.73,    4.67,    5.03,    7.14,   38.53,   33.74,   33.53,   32.57,   32.22
22.01.2021 22:40:00,  980.19,    1.88,  100.00,    4.45,  276.61,    1.88,    7.00,    7.00,    0.00,    7.14, 1238.19,    0.44,  305.80,   0.000,    0.00,    0.00,    1.27,   -0.68,    3.87,    4.17,    4.40,    4.71,    4.67,    5.03,    7.14,   38.53,   33.75,   33.53,   32.57,   32.22
22.01.2021 22:50:00,  980.05,    1.82,  100.00,    4.44,  276.56,    1.82,    6.97,    6.97,    0.00,    7.11, 1238.28,    0.92,   43.44,   0.000,    0.00,    0.00,    1.23,   -0.58,    3.86,    4.16,    4.39,    4.71,    4.67,    5.03,    7.14,   38.53,   33.75,   33.53,   32.57,   32.22
22.01.2021 23:00:00,  979.95,    1.81,  100.00,    4.43,  276.55,    1.81,    6.96,    6.96,    0.00,    7.10, 1238.23,    1.01,  104.60,   0.000,    0.00,    0.00,    1.22,   -0.77,    3.85,    4.15,    4.37,    4.70,    4.67,    5.04,    7.14,   38.53,   33.75,   33.53,   32.57,   32.22
22.01.2021 23:10:00,  979.80,    1.89,  100.00,    4.46,  276.65,    1.89,    7.00,    7.00,    0.00,    7.15, 1237.65,    1.04,   76.82,   0.000,    0.00,    0.00,    1.30,   -0.79,    3.84,    4.14,    4.36,    4.69,    4.67,    5.04,    7.14,   38.54,   33.75,   33.53,   32.57,   32.22
22.01.2021 23:20:00,  979.76,    1.93,  100.00,    4.47,  276.69,    1.93,    7.02,    7.02,    0.00,    7.17, 1237.40,    1.20,   59.61,   0.000,    0.00,    0.00,    1.42,   -0.95,    3.84,    4.12,    4.35,    4.68,    4.67,    5.04,    7.14,   38.54,   33.75,   33.53,   32.57,   32.22
22.01.2021 23:30:00,  979.88,    1.95,  100.00,    4.48,  276.70,    1.95,    7.03,    7.03,    0.00,    7.18, 1237.47,    0.70,   12.86,   0.000,    0.00,    0.00,    1.43,   -0.93,    3.83,    4.11,    4.33,    4.67,    4.68,    5.05,    7.14,   38.54,   33.75,   33.53,   32.57,   32.22
22.01.2021 23:40:00,  980.02,    2.00,  100.00,    4.49,  276.74,    2.00,    7.06,    7.06,    0.00,    7.20, 1237.41,    0.54,   21.49,   0.000,    0.00,    0.00,    1.40,   -0.95,    3.83,    4.11,    4.32,    4.67,    4.68,    5.05,    7.14,   38.54,   33.75,   33.52,   32.56,   32.22
22.01.2021 23:50:00,  980.04,    1.98,  100.00,    4.49,  276.72,    1.98,    7.05,    7.05,    0.00,    7.19, 1237.51,    0.39,   69.98,   0.000,    0.00,    0.00,    1.35,   -0.91,    3.83,    4.10,    4.31,    4.66,    4.68,    5.05,    7.14,   38.54,   33.75,   33.52,   32.56,   32.22
23.01.2021 00:00:00,  980.21,    2.00,  100.00,    4.49,  276.73,    2.00,    7.06,    7.06,    0.00,    7.20, 1237.65,    0.93,  130.20,   0.000,    0.00,    0.00,    1.36,   -0.94,    3.82,    4.09,    4.30,    4.65,    4.68,    5.05,    7.14,   38.55,   33.75,   33.51,   32.57,   32.22
23.01.2021 00:10:00,  980.36,    2.07,  100.00,    4.51,  276.79,    2.07,    7.09,    7.09,    0.00,    7.24, 1237.50,    1.32,  134.30,   0.000,    0.00,    0.00,    1.44,   -0.90,    3.81,    4.08,    4.29,    4.64,    4.68,    5.06,    7.14,   38.55,   33.75,   33.51,   32.57,   32.22
23.01.2021 00:20:00,  980.51,    2.17,  100.00,    4.55,  276.88,    2.17,    7.15,    7.15,    0.00,    7.29, 1237.21,    0.91,  106.80,   0.000,    0.00,    0.00,    1.46,   -0.70,    3.81,    4.07,    4.28,    4.64,    4.68,    5.06,    7.14,   38.55,   33.75,   33.51,   32.57,   32.22
23.01.2021 00:30:00,  980.50,    2.17,  100.00,    4.54,  276.87,    2.17,    7.14,    7.14,    0.00,    7.28, 1237.22,    0.62,   62.40,   0.000,    0.00,    0.00,    1.35,   -0.49,    3.80,    4.06,    4.27,    4.63,    4.68,    5.06,    7.14,   38.55,   33.75,   33.51,   32.57,   32.22
23.01.2021 00:40:00,  980.42,    2.06,  100.00,    4.51,  276.77,    2.06,    7.09,    7.09,    0.00,    7.23, 1237.62,    0.27,   40.63,   0.000,    0.00,    0.00,    1.31,   -0.58,    3.79,    4.05,    4.26,    4.62,    4.68,    5.07,    7.14,   38.55,   33.75,   33.51,   32.57,   32.22
23.01.2021 00:50:00,  980.48,    2.04,  100.00,    4.50,  276.75,    2.04,    7.08,    7.08,    0.00,    7.22, 1237.78,    1.14,  117.10,   0.000,    0.00,    0.00,    1.35,   -0.70,    3.78,    4.04,    4.25,    4.61,    4.68,    5.07,    7.14,   38.55,   33.75,   33.51,   32.57,   32.23
23.01.2021 01:00:00,  980.46,    2.25,  100.00,    4.57,  276.96,    2.25,    7.19,    7.19,    0.00,    7.33, 1236.77,    1.03,  123.70,   0.000,    0.00,    0.00,    1.50,   -0.68,    3.77,    4.03,    4.24,    4.60,    4.68,    5.07,    7.14,   38.55,   33.75,   33.51,   32.57,   32.23
23.01.2021 01:10:00,  980.42,    2.27,  100.00,    4.58,  276.98,    2.27,    7.19,    7.19,    0.00,    7.34, 1236.64,    1.35,    0.00,   0.000,    0.00,    0.00,    1.57,   -0.67,    3.76,    4.02,    4.23,    4.60,    4.68,    5.07,    7.14,   38.55,   33.76,   33.50,   32.57,   32.23
23.01.2021 01:20:00,  980.27,    2.44,  100.00,    4.63,  277.16,    2.44,    7.28,    7.28,    0.00,    7.43, 1235.65,    1.30,   90.20,   0.000,    0.00,    0.00,    1.55,   -0.47,    3.75,    4.01,    4.22,    4.59,    4.68,    5.07,    7.14,   38.55,   33.76,   33.50,   32.56,   32.23
23.01.2021 01:30:00,  980.19,    2.36,  100.00,    4.61,  277.09,    2.36,    7.24,    7.24,    0.00,    7.39, 1235.90,    1.43,    0.00,   0.000,    0.00,    0.00,    1.51,   -0.28,    3.75,    4.01,    4.21,    4.58,    4.68,    5.07,    7.14,   38.55,   33.76,   33.50,   32.56,   32.23
23.01.2021 01:40:00,  980.13,    2.19,  100.00,    4.55,  276.93,    2.19,    7.16,    7.16,    0.00,    7.30, 1236.62,    1.17,  355.90,   0.000,    0.00,    0.00,    1.46,   -0.35,    3.74,    4.00,    4.21,    4.58,    4.68,    5.08,    7.14,   38.55,   33.76,   33.50,   32.55,   32.23
23.01.2021 01:50:00,  980.03,    2.10,  100.00,    4.52,  276.84,    2.10,    7.11,    7.11,    0.00,    7.25, 1236.94,    1.31,    0.00,   0.000,    0.00,    0.00,    1.44,   -0.57,    3.73,    3.99,    4.19,    4.57,    4.68,    5.08,    7.14,   38.55,   33.76,   33.50,   32.54,   32.23
23.01.2021 02:00:00,  979.95,    2.08,  100.00,    4.52,  276.82,    2.08,    7.10,    7.10,    0.00,    7.24, 1236.95,    1.26,   70.88,   0.000,    0.00,    0.00,    1.37,   -0.52,    3.72,    3.98,    4.18,    4.56,    4.68,    5.08,    7.14,   38.55,   33.76,   33.50,   32.56,   32.23
23.01.2021 02:10:00,  979.86,    2.06,  100.00,    4.51,  276.82,    2.06,    7.09,    7.09,    0.00,    7.24, 1236.90,    0.51,   59.59,   0.000,    0.00,    0.00,    1.31,   -0.34,    3.71,    3.97,    4.18,    4.55,    4.68,    5.08,    7.14,   38.56,   33.76,   33.50,   32.54,   32.23
23.01.2021 02:20:00,  979.81,    2.06,  100.00,    4.51,  276.82,    2.06,    7.09,    7.09,    0.00,    7.23, 1236.87,    0.74,   84.00,   0.000,    0.00,    0.00,    1.28,   -0.52,    3.71,    3.96,    4.17,    4.55,    4.68,    5.08,    7.14,   38.56,   33.76,   33.50,   32.56,   32.23
23.01.2021 02:30:00,  979.83,    1.99,  100.00,    4.49,  276.74,    1.99,    7.05,    7.05,    0.00,    7.20, 1237.23,    0.44,   62.96,   0.000,    0.00,    0.00,    1.25,   -0.60,    3.70,    3.95,    4.16,    4.54,    4.68,    5.08,    7.14,   38.56,   33.76,   33.50,   32.57,   32.23
23.01.2021 02:40:00,  979.88,    1.99,  100.00,    4.49,  276.75,    1.99,    7.06,    7.06,    0.00,    7.20, 1237.25,    0.71,  112.10,   0.000,    0.00,    0.00,    1.25,   -0.73,    3.69,    3.94,    4.15,    4.53,    4.67,    5.09,    7.14,   38.56,   33.76,   33.50,   32.57,   32.23
23.01.2021 02:50:00,  979.98,    1.97,  100.00,    4.48,  276.71,    1.97,    7.04,    7.04,    0.00,    7.19, 1237.51,    0.45,   62.13,   0.000,    0.00,    0.00,    1.28,   -0.78,    3.68,    3.93,    4.14,    4.52,    4.67,    5.09,    7.14,   38.56,   33.76,   33.50,   32.57,   32.23
23.01.2021 03:00:00,  980.15,    1.88,  100.00,    4.45,  276.61,    1.88,    7.00,    7.00,    0.00,    7.14, 1238.13,    0.34,  337.00,   0.000,    0.00,    0.00,    1.30,   -0.78,    3.67,    3.93,    4.14,    4.52,    4.67,    5.09,    7.14,   38.56,   33.76,   33.50,   32.57,   32.23
23.01.2021 03:10:00,  980.20,    1.91,  100.00,    4.46,  276.64,    1.91,    7.01,    7.01,    0.00,    7.15, 1238.06,    0.56,    0.00,   0.000,    0.00,    0.00,    1.34,   -0.83,    3.66,    3.91,    4.13,    4.51,    4.67,    5.10,    7.14,   38.56,   33.77,   33.50,   32.57,   32.23
23.01.2021 03:20:00,  980.25,    1.93,  100.00,    4.47,  276.66,    1.93,    7.03,    7.03,    0.00,    7.17, 1238.01,    0.85,    0.00,   0.000,    0.00,    0.00,    1.41,   -0.93,    3.65,    3.91,    4.12,    4.51,    4.67,    5.10,    7.14,   38.56,   33.77,   33.49,   32.57,   32.23
23.01.2021 03:30:00,  980.29,    2.03,  100.00,    4.50,  276.76,    2.03,    7.08,    7.08,    0.00,    7.22, 1237.58,    0.77,   69.86,   0.000,    0.00,    0.00,    1.56,   -1.29,    3.65,    3.90,    4.11,    4.50,    4.67,    5.10,    7.14,   38.56,   33.77,   33.49,   32.56,   32.23
23.01.2021 03:40:00,  980.26,    2.17,  100.00,    4.55,  276.89,    2.17,    7.14,    7.14,    0.00,    7.29, 1236.90,    0.82,   49.97,   0.160,    0.00,    0.00,    1.65,   -1.34,    3.64,    3.89,    4.10,    4.49,    4.67,    5.10,    7.14,   38.56,   33.78,   33.49,   32.57,   32.23
23.01.2021 03:50:00,  980.24,    2.23,  100.00,    4.57,  276.96,    2.23,    7.18,    7.18,    0.00,    7.32, 1236.59,    0.66,   54.78,   0.245,    0.00,    0.00,    1.69,   -1.29,    3.65,    3.89,    4.10,    4.49,    4.67,    5.10,    7.14,   38.56,   33.78,   33.49,   32.57,   32.24
23.01.2021 04:00:00,  980.25,    2.25,  100.00,    4.57,  276.97,    2.25,    7.19,    7.19,    0.00,    7.33, 1236.51,    0.94,   82.00,   0.225,    0.00,    0.00,    1.70,   -1.16,    3.65,    3.88,    4.09,    4.49,    4.67,    5.11,    7.14,   38.56,   33.78,   33.49,   32.56,   32.24
23.01.2021 04:10:00,  980.19,    2.26,  100.00,    4.57,  276.99,    2.26,    7.19,    7.19,    0.00,    7.33, 1236.41,    1.20,   56.02,   0.180,    0.00,    0.00,    1.73,   -1.18,    3.65,    3.88,    4.08,    4.48,    4.67,    5.11,    7.14,   38.56,   33.78,   33.49,   32.56,   32.24
23.01.2021 04:20:00,  980.14,    2.32,  100.00,    4.59,  277.05,    2.32,    7.22,    7.22,    0.00,    7.37, 1236.06,    2.10,   71.84,   0.150,    0.00,    0.00,    1.77,   -1.28,    3.65,    3.87,    4.07,    4.47,    4.67,    5.11,    7.14,   38.56,   33.77,   33.49,   32.55,   32.24
23.01.2021 04:30:00,  980.10,    2.32,  100.00,    4.60,  277.06,    2.32,    7.22,    7.22,    0.00,    7.37, 1235.97,    1.68,   66.58,   0.165,    0.00,    0.00,    1.79,   -1.42,    3.65,    3.87,    4.07,    4.46,    4.66,    5.11,    7.14,   38.56,   33.77,   33.49,   32.55,   32.24
23.01.2021 04:40:00,  980.06,    2.32,  100.00,    4.60,  277.06,    2.32,    7.22,    7.22,    0.00,    7.37, 1235.95,    2.26,   67.52,   0.200,    0.00,    0.00,    1.75,   -1.48,    3.65,    3.86,    4.06,    4.46,    4.66,    5.11,    7.14,   38.56,   33.77,   33.49,   32.53,   32.24
23.01.2021 04:50:00,  980.05,    2.23,   99.70,    4.55,  276.97,    2.19,    7.18,    7.15,    0.02,    7.30, 1236.36,    2.30,   42.78,   0.145,    0.00,    0.00,    1.68,   -1.78,    3.65,    3.86,    4.06,    4.46,    4.66,    5.12,    7.14,   38.56,   33.77,   33.49,   32.50,   32.24
23.01.2021 05:00:00,  980.01,    2.07,   99.60,    4.50,  276.82,    2.02,    7.10,    7.07,    0.03,    7.21, 1237.06,    2.15,   39.99,   0.185,    0.00,    0.00,    1.50,   -1.75,    3.64,    3.86,    4.05,    4.45,    4.66,    5.12,    7.14,   38.57,   33.77,   33.49,   32.50,   32.24
23.01.2021 05:10:00,  979.91,    1.86,   99.70,    4.43,  276.61,    1.82,    6.99,    6.97,    0.02,    7.11, 1237.95,    2.12,   55.56,   0.245,    0.00,    0.00,    1.17,   -1.35,    3.63,    3.85,    4.04,    4.45,    4.66,    5.12,    7.14,   38.57,   33.77,   33.49,   32.52,   32.24
23.01.2021 05:20:00,  980.17,    1.63,  100.00,    4.37,  276.36,    1.63,    6.87,    6.87,    0.00,    7.01, 1239.35,    1.57,   70.92,   0.230,    0.00,    0.00,    0.92,   -1.27,    3.60,    3.84,    4.04,    4.44,    4.66,    5.12,    7.14,   38.58,   33.77,   33.49,   32.52,   32.24
23.01.2021 05:30:00,  980.56,    1.44,  100.00,    4.31,  276.13,    1.44,    6.78,    6.78,    0.00,    6.91, 1240.77,    1.26,   93.40,   0.255,    0.00,    0.00,    0.65,   -0.96,    3.58,    3.84,    4.04,    4.43,    4.66,    5.13,    7.14,   38.59,   33.77,   33.49,   32.48,   32.24
23.01.2021 05:40:00,  980.51,    1.22,  100.00,    4.24,  275.92,    1.22,    6.67,    6.67,    0.00,    6.80, 1241.74,    1.37,  127.10,   0.225,    0.00,    0.00,    0.45,   -1.14,    3.53,    3.82,    4.03,    4.43,    4.66,    5.13,    7.14,   38.61,   33.77,   33.49,   32.43,   32.24
23.01.2021 05:50:00,  980.49,    0.98,  100.00,    4.17,  275.68,    0.98,    6.56,    6.56,    0.00,    6.69, 1242.85,    0.96,  145.60,   0.200,    0.00,    0.00,    0.24,   -1.08,    3.48,    3.81,    4.02,    4.42,    4.66,    5.13,    7.14,   38.64,   33.78,   33.49,   32.43,   32.23
23.01.2021 06:00:00,  980.62,    0.79,  100.00,    4.11,  275.47,    0.79,    6.47,    6.47,    0.00,    6.60, 1243.93,    0.80,  149.40,   0.220,    0.00,    0.00,   -0.03,   -1.35,    3.43,    3.78,    4.01,    4.42,    4.66,    5.13,    7.14,   38.69,   33.78,   33.49,   32.43,   32.24
23.01.2021 06:10:00,  980.72,    0.61,  100.00,    4.06,  275.29,    0.61,    6.39,    6.39,    0.00,    6.51, 1244.89,    0.70,  233.40,   0.105,    0.00,    0.00,   -0.08,   -1.56,    3.38,    3.76,    4.01,    4.41,    4.65,    5.13,    7.14,   38.78,   33.79,   33.49,   32.43,   32.24
