"Date Time","p (mbar)","T (degC)","rh (%)","sh (g/kg)","Tpot (K)","Tdew (degC)","VPmax (mbar)","VPact (mbar)","VPdef (mbar)","H2OC (mmol/mol)","rho (g/m**3)","wv (m/s)","wd (deg)","rain (mm)","SWDR (W/m**2)","SDUR (s)","TRAD (degC)","Rn (W/m**2)","ST002 (degC)","ST004 (degC)","ST008 (degC)","ST016 (degC)","ST032 (degC)","ST064 (degC)","ST128 (degC)","SM008 (%)","SM016 (%)","SM032 (%)","SM064 (%)","SM128 (%)"
01.01.2021 00:10:00,  988.05,    1.61,   91.30,    3.95,  275.70,    0.35,    6.86,    6.27,    0.60,    6.34, 1249.73,    0.63,  104.50,   0.000,    0.00,    0.00,   -0.85,  -32.31,    2.23,    2.45,    2.67,    3.25,    4.16,    6.09,    8.67,   37.32,   33.09,   33.01,   30.76,   31.80
01.01.2021 00:20:00,  988.04,    1.32,   91.30,    3.87,  275.41,    0.06,    6.72,    6.14,    0.58,    6.21, 1251.10,    0.65,  161.30,   0.000,    0.00,    0.00,   -0.91,  -28.71,    2.20,    2.45,    2.68,    3.25,    4.16,    6.09,    8.67,   37.32,   33.09,   33.01,   30.76,   31.80
01.01.2021 00:30:00,  988.07,    0.97,   92.80,    3.84,  275.06,   -0.06,    6.55,    6.08,    0.47,    6.15, 1252.76,    0.67,  227.80,   0.000,    0.00,    0.00,   -0.30,  -10.20,    2.16,    2.44,    2.68,    3.25,    4.16,    6.09,    8.67,   37.32,   33.09,   33.01,   30.76,   31.80
01.01.2021 00:40:00,  988.09,    1.09,   92.10,    3.84,  275.18,   -0.04,    6.61,    6.09,    0.52,    6.16, 1252.22,    0.78,  195.50,   0.000,    0.00,    0.00,    0.07,   -6.56,    2.14,    2.43,    2.68,    3.26,    4.16,    6.09,    8.67,   37.32,   33.09,   33.01,   30.76,   31.80
01.01.2021 00:50:00,  988.08,    1.21,   91.70,    3.86,  275.30,    0.01,    6.67,    6.11,    0.55,    6.19, 1251.66,    0.73,  160.40,   0.000,    0.00,    0.00,    0.28,   -4.06,    2.14,    2.42,    2.68,    3.26,    4.16,    6.09,    8.67,   37.33,   33.09,   33.00,   30.76,   31.80
01.01.2021 01:00:00,  988.09,    1.49,   90.10,    3.87,  275.59,    0.05,    6.81,    6.13,    0.67,    6.21, 1250.37,    1.08,  200.40,   0.000,    0.00,    0.00,    0.29,   -2.91,    2.14,    2.42,    2.68,    3.26,    4.16,    6.09,    8.67,   37.34,   33.09,   33.00,   30.76,   31.80
01.01.2021 01:10:00,  988.09,    1.39,   92.20,    3.93,  275.48,    0.26,    6.75,    6.23,    0.53,    6.30, 1250.81,    0.36,  159.00,   0.010,    0.00,    0.00,    0.19,   -0.99,    2.14,    2.41,    2.68,    3.27,    4.16,    6.08,    8.67,   37.34,   33.09,   33.00,   30.76,   31.80
01.01.2021 01:20:00,  988.09,    1.30,   93.10,    3.94,  275.39,    0.31,    6.71,    6.25,    0.46,    6.32, 1251.21,    0.38,   24.56,   0.035,    0.00,    0.00,    0.28,   -0.84,    2.14,    2.40,    2.68,    3.27,    4.16,    6.08,    8.67,   37.34,   33.09,   33.00,   30.77,   31.80
01.01.2021 01:30:00,  988.09,    1.21,   95.50,    4.02,  275.30,    0.57,    6.67,    6.37,    0.30,    6.45, 1251.54,    0.64,   69.56,   0.060,    0.00,    0.00,    0.22,   -0.18,    2.14,    2.40,    2.68,    3.27,    4.16,    6.08,    8.66,   37.34,   33.09,   33.00,   30.77,   31.80
01.01.2021 01:40:00,  988.08,    1.18,   97.60,    4.10,  275.28,    0.85,    6.66,    6.50,    0.16,    6.57, 1251.59,    0.76,  110.80,   0.055,    0.00,    0.00,    0.18,    0.12,    2.15,    2.40,    2.68,    3.27,    4.16,    6.08,    8.66,   37.33,   33.09,   33.00,   30.77,   31.80
01.01.2021 01:50:00,  988.11,    1.11,   98.70,    4.12,  275.20,    0.93,    6.62,    6.53,    0.09,    6.61, 1251.95,    0.65,  111.80,   0.135,    0.00,    0.00,    0.13,   -0.10,    2.15,    2.40,    2.68,    3.27,    4.16,    6.08,    8.66,   37.33,   33.09,   33.00,   30.77,   31.80
01.01.2021 02:00:00,  988.17,    0.98,   99.50,    4.12,  275.07,    0.91,    6.56,    6.53,    0.03,    6.60, 1252.61,    0.57,   86.00,   0.190,    0.00,    0.00,   -0.11,   -0.01,    2.14,    2.40,    2.68,    3.27,    4.16,    6.08,    8.66,   37.32,   33.09,   33.00,   30.77,   31.80
01.01.2021 02:10:00,  988.21,    0.84,   99.70,    4.08,  274.92,    0.79,    6.49,    6.47,    0.02,    6.55, 1253.36,    0.55,  148.20,   0.160,    0.00,    0.00,   -0.15,   -0.04,    2.12,    2.40,    2.68,    3.27,    4.16,    6.07,    8.66,   37.30,   33.09,   33.00,   30.77,   31.80
01.01.2021 02:20:00,  988.28,    0.74,  100.00,    4.07,  274.81,    0.74,    6.44,    6.44,    0.00,    6.52, 1253.90,    0.49,   98.20,   0.190,    0.00,    0.00,   -0.19,   -0.88,    2.11,    2.39,    2.68,    3.27,    4.16,    6.08,    8.66,   37.31,   33.09,   33.01,   30.78,   31.81
01.01.2021 02:30:00,  988.28,    0.65,  100.00,    4.04,  274.72,    0.65,    6.40,    6.40,    0.00,    6.48, 1254.34,    0.47,   74.87,   0.285,    0.00,    0.00,   -0.27,   -1.04,    2.09,    2.39,    2.68,    3.27,    4.16,    6.08,    8.66,   37.31,   33.09,   33.01,   30.78,   31.81
01.01.2021 02:40:00,  988.30,    0.50,  100.00,    3.99,  274.57,    0.50,    6.33,    6.33,    0.00,    6.41, 1255.10,    0.35,  330.80,   0.360,    0.00,    0.00,   -0.36,   -0.59,    2.07,    2.38,    2.68,    3.28,    4.16,    6.07,    8.66,   37.31,   33.09,   33.01,   30.78,   31.81
01.01.2021 02:50:00,  988.31,    0.32,  100.00,    3.94,  274.39,    0.32,    6.25,    6.25,    0.00,    6.32, 1255.96,    0.47,   72.54,   0.290,    0.00,    0.00,   -0.39,   -0.40,    2.03,    2.37,    2.68,    3.27,    4.16,    6.07,    8.66,   37.31,   33.09,   33.01,   30.78,   31.81
01.01.2021 03:00:00,  988.34,    0.22,  100.00,    3.91,  274.28,    0.22,    6.20,    6.20,    0.00,    6.28, 1256.49,    0.60,  108.80,   0.115,    0.00,    0.00,   -0.40,   -0.37,    2.01,    2.36,    2.67,    3.27,    4.16,    6.07,    8.66,   37.31,   33.08,   33.01,   30.78,   31.81
01.01.2021 03:10:00,  988.38,    0.20,  100.00,    3.91,  274.26,    0.20,    6.20,    6.20,    0.00,    6.27, 1256.63,    0.65,  127.30,   0.210,    0.00,    0.00,   -0.39,   -0.38,    1.99,    2.35,    2.67,    3.27,    4.16,    6.07,    8.66,   37.32,   33.08,   33.01,   30.78,   31.81
01.01.2021 03:20:00,  988.35,    0.20,  100.00,    3.91,  274.26,    0.19,    6.20,    6.20,    0.00,    6.27, 1256.60,    0.59,   85.20,   0.300,    0.00,    0.00,   -0.42,   -0.24,    1.98,    2.34,    2.67,    3.28,    4.16,    6.07,    8.66,   37.33,   33.09,   33.01,   30.78,   31.81
01.01.2021 03:30:00,  988.40,    0.23,  100.00,    3.92,  274.30,    0.23,    6.21,    6.21,    0.00,    6.29, 1256.48,    0.49,   51.59,   0.075,    0.00,    0.00,   -0.42,   -0.27,    1.98,    2.33,    2.66,    3.27,    4.16,    6.07,    8.66,   37.32,   33.08,   33.00,   30.78,   31.81
01.01.2021 03:40:00,  988.44,    0.18,  100.00,    3.90,  274.24,    0.18,    6.19,    6.19,    0.00,    6.26, 1256.77,    0.80,  117.60,   0.050,    0.00,    0.00,   -0.40,   -0.34,    1.97,    2.32,    2.66,    3.27,    4.16,    6.07,    8.65,   37.33,   33.08,   33.00,   30.78,   31.81
01.01.2021 03:50:00,  988.40,    0.20,  100.00,    3.91,  274.26,    0.20,    6.20,    6.20,    0.00,    6.27, 1256.65,    0.49,   68.67,   0.075,    0.00,    0.00,   -0.41,   -0.32,    1.97,    2.31,    2.65,    3.27,    4.16,    6.06,    8.65,   37.33,   33.08,   33.00,   30.78,   31.81
01.01.2021 04:00:00,  988.37,    0.15,  100.00,    3.90,  274.22,    0.15,    6.18,    6.18,    0.00,    6.25, 1256.83,    0.89,   63.86,   0.015,    0.00,    0.00,   -0.42,   -0.27,    1.98,    2.31,    2.65,    3.28,    4.16,    6.07,    8.66,   37.34,   33.08,   33.00,   30.79,   31.81
01.01.2021 04:10:00,  988.39,    0.13,  100.00,    3.89,  274.19,    0.13,    6.16,    6.16,    0.00,    6.24, 1256.98,    0.62,   69.34,   0.005,    0.00,    0.00,   -0.41,   -0.28,    1.98,    2.30,    2.65,    3.28,    4.16,    6.06,    8.66,   37.34,   33.08,   33.00,   30.78,   31.81
01.01.2021 04:20:00,  988.37,    0.11,  100.00,    3.88,  274.18,    0.11,    6.16,    6.16,    0.00,    6.23, 1257.03,    0.21,  336.80,   0.000,    0.00,    0.00,   -0.42,   -0.26,    1.98,    2.30,    2.64,    3.27,    4.16,    6.06,    8.65,   37.34,   33.08,   33.00,   30.79,   31.81
01.01.2021 04:30:00,  988.32,    0.11,  100.00,    3.88,  274.18,    0.11,    6.16,    6.16,    0.00,    6.23, 1256.99,    0.44,   75.16,   0.000,    0.00,    0.00,   -0.42,   -0.27,    1.99,    2.30,    2.64,    3.28,    4.16,    6.06,    8.66,   37.35,   33.08,   33.00,   30.79,   31.81
01.01.2021 04:40:00,  988.25,    0.16,  100.00,    3.90,  274.24,    0.16,    6.18,    6.18,    0.00,    6.25, 1256.63,    0.69,   81.50,   0.000,    0.00,    0.00,   -0.41,   -0.31,    1.98,    2.29,    2.64,    3.27,    4.16,    6.06,    8.65,   37.36,   33.08,   33.00,   30.79,   31.81
01.01.2021 04:50:00,  988.30,    0.14,  100.00,    3.89,  274.21,    0.14,    6.17,    6.17,    0.00,    6.24, 1256.81,    0.36,  283.80,   0.000,    0.00,    0.00,   -0.45,   -0.15,    1.99,    2.29,    2.64,    3.27,    4.16,    6.06,    8.65,   37.36,   33.08,   33.00,   30.79,   31.81
01.01.2021 05:00:00,  988.29,    0.08,  100.00,    3.88,  274.16,    0.08,    6.14,    6.14,    0.00,    6.22, 1257.07,    0.50,   29.85,   0.000,    0.00,    0.00,   -0.46,   -0.07,    1.99,    2.29,    2.63,    3.27,    4.16,    6.06,    8.65,   37.36,   33.08,   33.00,   30.79,   31.81
01.01.2021 05:10:00,  988.24,    0.09,  100.00,    3.88,  274.17,    0.09,    6.15,    6.15,    0.00,    6.22, 1256.97,    1.62,   68.37,   0.000,    0.00,    0.00,   -0.46,   -0.06,    1.98,    2.29,    2.63,    3.27,    4.16,    6.06,    8.65,   37.36,   33.08,   33.00,   30.79,   31.81
01.01.2021 05:20:00,  988.26,    0.17,  100.00,    3.90,  274.25,    0.17,    6.18,    6.18,    0.00,    6.26, 1256.60,    1.02,  121.60,   0.000,    0.00,    0.00,   -0.43,   -0.24,    1.98,    2.28,    2.62,    3.27,    4.16,    6.05,    8.65,   37.38,   33.08,   33.00,   30.79,   31.81
01.01.2021 05:30:00,  988.27,    0.16,  100.00,    3.90,  274.23,    0.16,    6.18,    6.18,    0.00,    6.25, 1256.68,    0.65,  136.50,   0.000,    0.00,    0.00,   -0.44,   -0.17,    1.99,    2.29,    2.63,    3.27,    4.17,    6.06,    8.65,   37.39,   33.08,   33.00,   30.79,   31.81
01.01.2021 05:40:00,  988.31,    0.15,  100.00,    3.90,  274.22,    0.15,    6.18,    6.18,    0.00,    6.25, 1256.76,    0.69,   53.28,   0.000,    0.00,    0.00,   -0.46,   -0.08,    1.99,    2.28,    2.62,    3.27,    4.16,    6.05,    8.65,   37.40,   33.08,   33.00,   30.79,   31.81
01.01.2021 05:50:00,  988.31,    0.16,  100.00,    3.90,  274.23,    0.16,    6.18,    6.18,    0.00,    6.25, 1256.73,    0.50,   48.41,   0.000,    0.00,    0.00,   -0.46,   -0.06,    1.99,    2.28,    2.62,    3.27,    4.16,    6.05,    8.65,   37.40,   33.07,   33.00,   30.79,   31.81
01.01.2021 06:00:00,  988.35,    0.18,  100.00,    3.90,  274.25,    0.18,    6.19,    6.19,    0.00,    6.26, 1256.68,    0.57,    2.52,   0.000,    0.00,    0.00,   -0.47,   -0.04,    1.99,    2.28,    2.62,    3.27,    4.16,    6.05,    8.65,   37.41,   33.08,   33.00,   30.79,   31.81
01.01.2021 06:10:00,  988.36,    0.22,  100.00,    3.92,  274.29,    0.22,    6.21,    6.21,    0.00,    6.28, 1256.49,    1.01,   63.38,   0.000,    0.00,    0.00,   -0.45,   -0.12,    1.99,    2.28,    2.62,    3.26,    4.16,    6.05,    8.65,   37.42,   33.08,   33.00,   30.80,   31.81
01.01.2021 06:20:00,  988.44,    0.26,  100.00,    3.93,  274.32,    0.26,    6.22,    6.22,    0.00,    6.30, 1256.41,    0.73,   57.92,   0.000,    0.00,    0.00,   -0.47,   -0.09,    1.99,    2.28,    2.61,    3.26,    4.16,    6.05,    8.65,   37.43,   33.08,   33.00,   30.80,   31.81
01.01.2021 06:30:00,  988.60,    0.26,  100.00,    3.93,  274.31,    0.26,    6.23,    6.23,    0.00,    6.30, 1256.60,    0.38,   80.30,   0.000,    0.00,    0.00,   -0.45,   -0.16,    2.00,    2.28,    2.61,    3.26,    4.16,    6.05,    8.65,   37.44,   33.08,   33.00,   30.80,   31.81
01.01.2021 06:40:00,  988.68,    0.15,  100.00,    3.89,  274.19,    0.15,    6.17,    6.17,    0.00,    6.24, 1257.26,    0.44,  238.50,   0.000,    0.00,    0.00,   -0.45,   -0.15,    2.00,    2.28,    2.61,    3.26,    4.16,    6.05,    8.65,   37.44,   33.08,   33.00,   30.80,   31.81
01.01.2021 06:50:00,  988.72,    0.12,  100.00,    3.89,  274.16,    0.12,    6.16,    6.16,    0.00,    6.23, 1257.43,    0.56,   31.75,   0.000,    0.00,    0.00,   -0.49,    0.06,    2.01,    2.28,    2.61,    3.26,    4.16,    6.05,    8.65,   37.46,   33.08,   33.00,   30.80,   31.81
01.01.2021 07:00:00,  988.83,    0.22,  100.00,    3.91,  274.25,    0.22,    6.21,    6.21,    0.00,    6.28, 1257.11,    0.60,   57.97,   0.000,    0.00,    0.00,   -0.50,    0.11,    2.01,    2.28,    2.61,    3.26,    4.16,    6.05,    8.65,   37.47,   33.07,   33.00,   30.80,   31.81
01.01.2021 07:10:00,  988.93,    0.20,  100.00,    3.91,  274.22,    0.20,    6.20,    6.20,    0.00,    6.27, 1257.33,    0.73,  130.30,   0.000,    0.00,    0.00,   -0.48,    0.01,    2.01,    2.28,    2.61,    3.26,    4.16,    6.05,    8.65,   37.47,   33.08,   32.99,   30.80,   31.81
01.01.2021 07:20:00,  989.05,    0.25,  100.00,    3.92,  274.26,    0.25,    6.22,    6.22,    0.00,    6.29, 1257.25,    0.72,  112.60,   0.000,    0.00,    0.00,   -0.44,   -0.22,    2.01,    2.28,    2.61,    3.26,    4.16,    6.04,    8.65,   37.49,   33.08,   32.99,   30.80,   31.81
01.01.2021 07:30:00,  989.09,    0.22,  100.00,    3.91,  274.23,    0.22,    6.20,    6.20,    0.00,    6.27, 1257.45,    0.77,   60.50,   0.000,    0.00,    0.00,   -0.42,   -0.31,    2.01,    2.28,    2.61,    3.25,    4.16,    6.04,    8.65,   37.50,   33.08,   33.00,   30.80,   31.81
01.01.2021 07:40:00,  989.14,    0.36,  100.00,    3.95,  274.36,    0.36,    6.27,    6.27,    0.00,    6.34, 1256.84,    0.63,  100.60,   0.000,    0.00,    0.00,   -0.38,   -0.50,    2.02,    2.28,    2.61,    3.25,    4.16,    6.04,    8.65,   37.51,   33.08,   33.00,   30.80,   31.81
01.01.2021 07:50:00,  989.20,    0.54,  100.00,    4.00,  274.54,    0.54,    6.35,    6.35,    0.00,    6.42, 1256.04,    0.39,   90.80,   0.000,    0.00,    0.00,   -0.38,   -0.48,    2.02,    2.29,    2.61,    3.25,    4.16,    6.04,    8.65,   37.52,   33.08,   32.99,   30.80,   31.81
01.01.2021 08:00:00,  989.29,    0.49,  100.00,    3.99,  274.49,    0.49,    6.33,    6.33,    0.00,    6.40, 1256.37,    0.32,    0.00,   0.000,    0.00,    0.00,   -0.39,   -0.48,    2.02,    2.29,    2.60,    3.25,    4.16,    6.04,    8.64,   37.53,   33.08,   32.99,   30.80,   31.81
01.01.2021 08:10:00,  989.39,    0.41,  100.00,    3.97,  274.40,    0.41,    6.29,    6.29,    0.00,    6.36, 1256.89,    0.33,    3.96,   0.000,    0.00,    0.00,   -0.36,   -0.60,    2.03,    2.29,    2.61,    3.25,    4.16,    6.04,    8.64,   37.54,   33.08,   32.99,   30.80,   31.81
01.01.2021 08:20:00,  989.48,    0.47,  100.00,    3.98,  274.44,    0.47,    6.32,    6.32,    0.00,    6.39, 1256.74,    0.52,   52.09,   0.000,    0.00,    0.00,   -0.34,   -0.68,    2.03,    2.29,    2.60,    3.25,    4.16,    6.04,    8.64,   37.55,   33.08,   32.99,   30.81,   31.81
01.01.2021 08:30:00,  989.59,    0.49,  100.00,    3.99,  274.46,    0.49,    6.33,    6.33,    0.00,    6.40, 1256.75,    0.80,  106.20,   0.000,    0.00,    0.00,   -0.34,   -0.71,    2.03,    2.29,    2.61,    3.25,    4.16,    6.04,    8.64,   37.57,   33.08,   32.99,   30.81,   31.81
01.01.2021 08:40:00,  989.68,    0.58,  100.00,    4.01,  274.55,    0.58,    6.37,    6.37,    0.00,    6.44, 1256.44,    0.54,   95.50,   0.000,    3.32,    0.00,   -0.32,    0.06,    2.04,    2.29,    2.60,    3.25,    4.16,    6.04,    8.64,   37.58,   33.08,   32.99,   30.81,   31.81
01.01.2021 08:50:00,  989.75,    0.66,  100.00,    4.04,  274.62,    0.66,    6.41,    6.41,    0.00,    6.48, 1256.14,    0.63,   59.36,   0.000,    6.47,    0.00,   -0.29,    1.63,    2.04,    2.30,    2.61,    3.25,    4.16,    6.03,    8.64,   37.59,   33.08,   32.99,   30.81,   31.81
01.01.2021 09:00:00,  989.79,    0.73,  100.00,    4.06,  274.69,    0.73,    6.44,    6.44,    0.00,    6.51, 1255.84,    0.67,   91.60,   0.000,   12.67,    0.00,   -0.28,    5.81,    2.05,    2.30,    2.61,    3.25,    4.16,    6.04,    8.64,   37.60,   33.09,   32.99,   30.81,   31.81
01.01.2021 09:10:00,  989.83,    0.76,  100.00,    4.07,  274.72,    0.76,    6.46,    6.46,    0.00,    6.52, 1255.76,    0.58,   77.30,   0.000,   20.61,    0.00,   -0.23,   10.68,    2.06,    2.30,    2.61,    3.25,    4.16,    6.04,    8.64,   37.60,   33.09,   32.99,   30.81,   31.81
01.01.2021 09:20:00,  989.93,    0.73,  100.00,    4.06,  274.67,    0.73,    6.44,    6.44,    0.00,    6.51, 1256.04,    0.51,  129.70,   0.000,   23.18,    0.00,   -0.22,   12.69,    2.08,    2.31,    2.61,    3.25,    4.16,    6.04,    8.64,   37.61,   33.09,   32.99,   30.81,   31.81
01.01.2021 09:30:00,  990.08,    0.72,  100.00,    4.05,  274.65,    0.72,    6.44,    6.44,    0.00,    6.50, 1256.27,    0.73,  212.40,   0.000,   27.59,    0.00,   -0.14,   13.67,    2.09,    2.31,    2.61,    3.25,    4.16,    6.03,    8.64,   37.62,   33.09,   32.99,   30.81,   31.81
01.01.2021 09:40:00,  990.24,    0.84,  100.00,    4.09,  274.76,    0.84,    6.49,    6.49,    0.00,    6.55, 1255.92,    0.31,  261.60,   0.000,   28.43,    0.00,   -0.08,   12.87,    2.11,    2.32,    2.61,    3.25,    4.16,    6.03,    8.64,   37.62,   33.09,   32.99,   30.81,   31.81
01.01.2021 09:50:00,  990.35,    0.92,  100.00,    4.11,  274.83,    0.92,    6.53,    6.53,    0.00,    6.59, 1255.68,    0.66,  150.10,   0.000,   22.85,    0.00,   -0.04,    7.58,    2.12,    2.32,    2.61,    3.25,    4.16,    6.03,    8.64,   37.63,   33.09,   32.99,   30.82,   31.81
01.01.2021 10:00:00,  990.38,    1.01,  100.00,    4.14,  274.92,    1.01,    6.57,    6.57,    0.00,    6.64, 1255.27,    0.87,  124.00,   0.000,   32.37,    0.00,    0.03,   20.57,    2.14,    2.33,    2.61,    3.24,    4.16,    6.03,    8.64,   37.64,   33.10,   32.99,   30.82,   31.81
01.01.2021 10:10:00,  990.43,    1.13,  100.00,    4.17,  275.04,    1.13,    6.63,    6.63,    0.00,    6.69, 1254.75,    0.94,  110.90,   0.000,   40.01,    0.00,    0.16,   31.85,    2.16,    2.34,    2.61,    3.24,    4.15,    6.03,    8.64,   37.64,   33.10,   32.99,   30.81,   31.81
01.01.2021 10:20:00,  990.53,    1.22,  100.00,    4.20,  275.12,    1.22,    6.67,    6.67,    0.00,    6.74, 1254.46,    0.60,   81.50,   0.000,   45.89,    0.00,    0.28,   37.52,    2.18,    2.35,    2.61,    3.24,    4.15,    6.03,    8.64,   37.65,   33.10,   32.98,   30.81,   31.81
01.01.2021 10:30:00,  990.58,    1.25,  100.00,    4.21,  275.14,    1.25,    6.69,    6.69,    0.00,    6.75, 1254.36,    0.59,  107.20,   0.000,   43.97,    0.00,    0.38,   36.78,    2.20,    2.36,    2.62,    3.24,    4.15,    6.03,    8.64,   37.66,   33.10,   32.98,   30.81,   31.81
01.01.2021 10:40:00,  990.67,    1.19,  100.00,    4.19,  275.07,    1.19,    6.66,    6.66,    0.00,    6.72, 1254.79,    0.42,   79.30,   0.000,   34.56,    0.00,    0.39,   29.85,    2.22,    2.37,    2.62,    3.24,    4.15,    6.03,    8.63,   37.66,   33.10,   32.98,   30.81,   31.81
01.01.2021 10:50:00,  990.73,    1.26,  100.00,    4.21,  275.14,    1.26,    6.69,    6.69,    0.00,    6.75, 1254.51,    0.79,   80.40,   0.000,   48.46,    0.00,    0.47,   41.11,    2.24,    2.38,    2.63,    3.24,    4.15,    6.03,    8.63,   37.67,   33.10,   32.98,   30.82,   31.81
01.01.2021 11:00:00,  990.78,    1.40,  100.00,    4.25,  275.28,    1.40,    6.76,    6.76,    0.00,    6.82, 1253.91,    0.98,   60.84,   0.000,   71.20,    0.00,    0.63,   60.04,    2.26,    2.40,    2.63,    3.24,    4.15,    6.03,    8.63,   37.68,   33.10,   32.98,   30.82,   31.81
01.01.2021 11:10:00,  990.80,    1.58,  100.00,    4.31,  275.45,    1.58,    6.85,    6.85,    0.00,    6.91, 1253.09,    0.90,   65.61,   0.000,  109.32,    0.00,    0.84,   92.06,    2.30,    2.41,    2.64,    3.25,    4.15,    6.03,    8.64,   37.68,   33.11,   32.98,   30.82,   31.81
01.01.2021 11:20:00,  990.87,    1.85,  100.00,    4.40,  275.73,    1.85,    6.98,    6.98,    0.00,    7.05, 1251.84,    0.70,  108.60,   0.000,  108.65,    0.00,    1.01,   93.46,    2.35,    2.42,    2.64,    3.24,    4.15,    6.02,    8.63,   37.69,   33.11,   32.98,   30.82,   31.81
01.01.2021 11:30:00,  990.91,    2.06,  100.00,    4.46,  275.93,    2.06,    7.09,    7.09,    0.00,    7.15, 1250.91,    0.46,  152.00,   0.000,  112.77,    0.00,    1.27,   98.30,    2.41,    2.44,    2.64,    3.25,    4.15,    6.02,    8.63,   37.70,   33.11,   32.99,   30.82,   31.81
01.01.2021 11:40:00,  990.95,    2.16,  100.00,    4.49,  276.02,    2.16,    7.14,    7.14,    0.00,    7.20, 1250.49,    0.53,  203.20,   0.000,   79.73,    0.00,    1.40,   70.35,    2.47,    2.47,    2.65,    3.25,    4.15,    6.02,    8.63,   37.70,   33.11,   32.98,   30.82,   31.81
01.01.2021 11:50:00,  990.91,    2.22,   99.90,    4.51,  276.09,    2.21,    7.17,    7.16,    0.01,    7.23, 1250.13,    0.86,   82.70,   0.000,   88.31,    0.00,    1.70,   76.79,    2.53,    2.50,    2.66,    3.25,    4.15,    6.02,    8.63,   37.71,   33.12,   32.98,   30.82,   31.81
01.01.2021 12:00:00,  990.85,    2.33,  100.00,    4.55,  276.20,    2.33,    7.23,    7.23,    0.00,    7.29, 1249.55,    0.94,   64.60,   0.000,  109.43,    0.00,    2.28,   91.95,    2.59,    2.53,    2.67,    3.25,    4.15,    6.02,    8.63,   37.72,   33.12,   32.99,   30.82,   31.81
01.01.2021 12:10:00,  990.79,    2.51,   99.60,    4.59,  276.39,    2.45,    7.32,    7.29,    0.03,    7.36, 1248.63,    0.92,   73.04,   0.000,  112.95,    0.00,    2.94,   92.65,    2.67,    2.56,    2.68,    3.25,    4.15,    6.02,    8.63,   37.73,   33.12,   32.98,   30.82,   31.81
01.01.2021 12:20:00,  990.74,    2.78,   98.80,    4.64,  276.66,    2.61,    7.46,    7.37,    0.09,    7.44, 1247.31,    0.81,   85.30,   0.000,  104.47,    0.00,    3.44,   83.59,    2.76,    2.60,    2.69,    3.25,    4.15,    6.01,    8.63,   37.74,   33.12,   32.98,   30.82,   31.81
01.01.2021 12:30:00,  990.76,    3.07,   97.10,    4.66,  276.96,    2.66,    7.62,    7.40,    0.22,    7.47, 1245.97,    0.51,   63.50,   0.000,   94.05,    0.00,    3.64,   74.63,    2.84,    2.64,    2.70,    3.25,    4.15,    6.01,    8.63,   37.75,   33.13,   32.99,   30.82,   31.81
01.01.2021 12:40:00,  990.75,    3.26,   96.80,    4.71,  277.14,    2.80,    7.72,    7.47,    0.25,    7.54, 1245.10,    0.45,   35.68,   0.000,   82.57,    0.00,    3.62,   66.61,    2.92,    2.69,    2.72,    3.26,    4.15,    6.01,    8.63,   37.77,   33.13,   32.99,   30.83,   31.81
01.01.2021 12:50:00,  990.80,    3.33,   95.70,    4.67,  277.21,    2.71,    7.76,    7.43,    0.33,    7.49, 1244.87,    0.62,   83.50,   0.000,   71.79,    0.00,    3.39,   58.21,    2.98,    2.74,    2.73,    3.26,    4.15,    6.01,    8.62,   37.78,   33.13,   32.99,   30.83,   31.81
01.01.2021 13:00:00,  990.82,    3.48,   94.60,    4.67,  277.36,    2.70,    7.85,    7.42,    0.42,    7.49, 1244.19,    0.56,  113.10,   0.000,   72.64,    0.00,    3.55,   58.10,    3.02,    2.78,    2.75,    3.26,    4.15,    6.01,    8.63,   37.80,   33.13,   32.99,   30.83,   31.81
01.01.2021 13:10:00,  990.84,    3.57,   94.30,    4.69,  277.45,    2.74,    7.89,    7.44,    0.45,    7.51, 1243.81,    0.65,  141.90,   0.000,   81.21,    0.00,    3.71,   64.59,    3.07,    2.83,    2.77,    3.27,    4.15,    6.01,    8.62,   37.82,   33.14,   32.99,   30.83,   31.81
01.01.2021 13:20:00,  990.84,    3.62,   93.40,    4.66,  277.50,    2.66,    7.92,    7.40,    0.52,    7.47, 1243.61,    0.85,  133.90,   0.000,   80.54,    0.00,    3.73,   63.19,    3.12,    2.87,    2.79,    3.27,    4.15,    6.01,    8.62,   37.84,   33.14,   32.99,   30.83,   31.81
01.01.2021 13:30:00,  990.88,    3.76,   92.60,    4.66,  277.64,    2.68,    8.00,    7.41,    0.59,    7.48, 1243.03,    5.68,   92.20,   0.000,   85.75,    0.00,    3.91,   66.57,    3.17,    2.90,    2.81,    3.28,    4.14,    6.01,    8.62,   37.86,   33.14,   32.99,   30.83,   31.81
01.01.2021 13:40:00,  990.92,    3.82,   92.20,    4.66,  277.70,    2.68,    8.04,    7.41,    0.63,    7.48, 1242.80,    0.71,  150.30,   0.000,   77.77,    0.00,    3.84,   60.26,    3.22,    2.94,    2.83,    3.28,    4.14,    6.01,    8.62,   37.88,   33.15,   32.99,   30.83,   31.81
01.01.2021 13:50:00,  990.96,    3.83,   92.30,    4.67,  277.70,    2.70,    8.04,    7.42,    0.62,    7.49, 1242.80,    0.39,  134.30,   0.000,   86.61,    0.00,    4.06,   67.44,    3.27,    2.98,    2.86,    3.29,    4.14,    6.01,    8.62,   37.91,   33.15,   32.99,   30.83,   31.81
